ISIN_No,BSE_Scrip_Code,BSE_Scrip_Id,BSE_Scrip_Name,NSE_ID,Nse_Name,Sector,Industry,Quandl_Code
INE670C01018,526530,SUDIN,SUDEV INDUSTRIES LTD.,NM,NM,Chemicals,Other Plastic Prod.,SUDIN
INE691D01012,521113,SUDTIND-B,SUDITI INDUSTRIES LTD.,SUDITIND,Suditi Industries Ltd,Textiles,Textile Processing,SUDTINDB
INE309D01011,511654,SUGALDAM,SUGAL &amp; DAMANI SHARE BROKERS LTD.,NM,NM,Financial,Hire Purchase,SUGALDAM
INE029H01016,539117,SUJALA,Sujala Trading &amp; Holdings Ltd,NM,NM,Financial,Misc. Fin.services,SUJALA
INE215G01021,513414,SMPL,SUJANA METAL PRODUCTS LTD.,SMPL,Sujana Metal Products Limited,Metals,Other Metal prod.,SMPL
INE333I01036,532887,SUJANATWR,SUJANA TOWERS LTD.,SUJANATWR,Sujana Tower Limited,Metals,Metal Tanks & Fabrications,SUJANATWR
INE216G01011,517224,SUJANAUNI,SUJANA UNIVERSAL INDUSTRIES LTD.-$,SUJANAUNI,Sujana Universal Industries Limited,Cons Durable,Domestic Electrical Applns.,SUJANAUNI
INE450E01011,524542,SUKHJITS,SUKHJIT STARCH &amp; CHEMICALS LTD.-$,NM,NM,FMCG,Starches,SUKHJITS
INE886B01012,530419,SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,NM,NM,Financial,Hire Purchase,SUMEDHA
INE235C01010,514211,SUMEETINDS,SUMEET INDUSTRIES LTD.-$,SUMEETINDS,Sumeet Industries Limited,Textiles,Synthetic Yarn,SUMEETINDS
INE764B01029,530445,SUMERUIND,SUMERU INDUSTRIES LTD.,NM,NM,Financial,Hire Purchase,SUMERUIND
INE519C01017,533306,SUMMITSEC,SUMMIT SECURITIES LTD.,SUMMITSEC,Summit Securities Limited,Financial,Invest.Services,SUMMITSEC
INE560F01014,532154,SUNSHINE,SUN AND SHINE WORLDWIDE LTD.,NM,NM,Services,Misc.Other Services,SUNSHINE
INE232I01014,532872,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Drugs & Pharma,SPARC
INE044A01036,524715,SUNPHARMA,SUN PHARMACEUTICAL INDUSTRIES LTD.,SUNPHARMA,Sun Pharmaceuticals Industries Limited,Healthcare,Drugs & Pharma,SUNPHARMA
INE320F01013,517403,SUNSOUI,SUN SOURCE (INDIA) LTD.,NM,NM,Energy,Electricity Generation,SUNSOUI
INE703D01023,531752,SUNTECHNO,SUN TECHNO OVERSEAS LTD.,NM,NM,Financial,Equipt.Leasing,SUNTECHNO
INE424H01027,532733,SUNTV,SUN TV NETWORK LTD.,SUNTV,Sun TV Network Limited,Services,Recreational Services,SUNTV
INE476D01026,530763,SUNBRIGHT,SUNBRIGHT STOCK BROKING LTD.,NM,NM,Financial,Invest.Services,SUNBRIGHT
INE584D01019,530795,SUNCITYSY,SUNCITY SYNTHETICS LTD.,NM,NM,Textiles,Textile Processing,SUNCITYSY
INE073D01013,590072,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,SUNDRMBRAK,Sundaram Brake Linings Limited,Automobile,Auto Ancillaries,SUNDRMBRAK
INE660A01013,590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,SUNDARMFIN,Sundaram Finance Limited,Financial,Hire Purchase,SUNDARMFIN
INE108E01023,533166,SUNDARAM,SUNDARAM MULTI PAP LTD.,SUNDARAM,Sundaram Multi Pap Limited,FMCG,Paper,SUNDARAM
INE105A01035,520056,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,SUNCLAYLTD,Sundaram Clayton Limited,Automobile,Auto Ancillaries,SUNCLAYLTD
INE427H01012,530425,SUNDYEX,SUNDAY EXPORTS LTD.,NM,NM,Textiles,Textile Processing,SUNDYEX
INE387A01021,500403,SUNDRMFAST,SUNDRAM FASTENERS LTD.,SUNDRMFAST,Sundram Fasteners Limited,Engineering,Fasteners,SUNDRMFAST
INE947A01014,500404,SUNFLAG,SUNFLAG IRON &amp; STEEL CO.LTD.,SUNFLAG,Sunflag Iron And Steel Company Limited,Metals,Finished Steel,SUNFLAG
INE271D01013,531433,SUNGOLD,SUNGOLD CAPITAL LTD.,NM,NM,Financial,Invest.Services,SUNGOLD
INE224D01012,530953,SUNILAGR,SUNIL AGRO FOODS LTD.-$,NM,NM,FMCG,Bakery & Milling Prod.,SUNILAGR
INE671C01016,537253,SUNLOC,Sunil Healthcare Ltd,NM,NM,Healthcare,Drugs & Pharma,SUNLOC
INE305H01010,532711,SUNILHITEC,SUNIL HITECH ENGINEERS LTD.,SUNILHITEC,Sunil Hitech Engineers Limited,Engineering,Power Projects,SUNILHITEC
INE124M01015,521232,SUNILTX,SUNIL INDUSTRIES LTD.,NM,NM,Financial,Trading,SUNILTX
INE714C01022,531945,SUNITEE,SUNITEE CHEMICALS LTD.,NM,NM,Chemicals,Inorganic Chem.,SUNITEE
INE847L01013,531295,SUNLAKE,SUNLAKE RESORTS &amp; HOTELS LTD.,NM,NM,Services,Hotels & Restaurants,SUNLAKE
INE459D01014,523425,SUNRAJDI,SUNRAJ DIAMOND EXPORTS LTD.,NM,NM,Cons Durable,Gems & Jewellery,SUNRAJDI
INE917D01011,506615,SUNASIAN,Sunrise Asian Limited,NM,NM,Financial,Trading,SUNASIAN
INE598F01014,501110,SUNRINV,SUNRISE INDUSTRIAL TRADERS LTD.,NM,NM,Financial,Trading,SUNRINV
INE199E01014,530845,SUNSHIEL,SUNSHIELD CHEMICALS LTD.,NM,NM,Chemicals,Organic Chemicals,SUNSHIEL
INE338O01017,535141,SRDL,SUNSTAR REALTY DEVELOPMENT LTD.,NM,NM,Construction,Real Estate,SRDL
INE805D01026,512179,SUNTECK,SUNTECK REALTY LTD.,SUNTECK,Sunteck Realty Limited,Construction,Real Estate,SUNTECK
INE897A01011,530735,SUPERBAK,SUPER BAKERS (INDIA) LTD.,NM,NM,FMCG,Bakery & Milling Prod.,SUPERBAK
INE366G01014,530883,SUCROSA,SUPER CROP SAFE LTD.,NM,NM,Chemicals,Agrochemicals,SUCROSA
INE215Q01012,531699,SUPRDOM,SUPER DOMESTIC MACHINES LTD.,NM,NM,Cons Durable,Domestic Electrical Applns.,SUPRDOM
INE091C01017,512527,SUPER,SUPER SALES INDIA LTD.-$,SUPER,Super Sales India Ltd,Textiles,Cotton & Blended Yarn,SUPER
INE662A01027,521180,SUPERSPIN,SUPER SPINNING MILLS LTD.,SUPERSPIN,Super Spinning Mills Limited,Textiles,Cotton & Blended Yarn,SUPERSPIN
INE460D01038,523842,SUPTANERY,Super Tannery Limited,NM,NM,FMCG,Other Leather Prod.,SUPTANERY
INE311N01016,532070,SUPRBPA,SUPERB PAPERS LTD.,NM,NM,FMCG,Paper,SUPRBPA
INE712B01010,523283,SUPERHOUSE,SUPERHOUSE LTD.,SUPERHOUSE,Superhouse Limited,FMCG,Other Leather Prod.,SUPERHOUSE
INE843L01012,519234,SIEL,Superior Industrial Enterprises Limited,NM,NM,FMCG,Vanaspati,SIEL
INE018Q01010,780008,SUPERNOVA,Supernova Advertising Ltd,NM,NM,,,SUPERNOVA
INE881B01054,526133,SUPERTEX,SUPERTEX INDUSTRIES LTD.,NM,NM,Textiles,Textile Processing,SUPERTEX
INE533B01010,511539,SUPRATRE,Supra Trends Limited,NM,NM,Financial,Invest.Services,SUPRATRE
INE399C01030,532509,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,SUPRAJIT,Suprajit Engineering Limited,Automobile,Auto Ancillaries,SUPRAJIT
INE822E01011,530677,SUPREME,SUPREME HOLDINGS &amp; HOSPITALITY (INDIA) LTD.,NM,NM,Financial,Hire Purchase,SUPREME
INE195A01028,509930,SUPREMEIND,SUPREME INDUSTRIES LTD.,SUPREMEIND,Supreme Industries Limited,Chemicals,Other Plastic Prod.,SUPREMEIND
INE550H01011,532904,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,SUPREMEINF,Supreme Infrastructure India Limited,Construction,Construction,SUPREMEINF
INE663A01017,500405,SUPPETRO,SUPREME PETROCHEM LTD.,SUPPETRO,Supreme Petrochem Limited,Energy,Crude Oil & Natural Gas,SUPPETRO
INE651G01027,531934,SUPREMETEX,SUPREME TEX MART LTD.,SUPREMETEX,Supreme Tex Mart Limited,Textiles,Synthetic Yarn,SUPREMETEX
INE713C01016,531638,SURAJLTD,SURAJ LTD.-$,NM,NM,Metals,Steel Tubes & Pipes,SURAJLTD
INE069E01019,518075,SURAJ,SURAJ PRODUCTS LTD.,NM,NM,Construction,Cement,SURAJ
INE357D01010,531102,SURANACORP,SURANA CORPORATION LTD.,SURANACORP,Surana Corporation Limited,Metals,Other Metal prod.,SURANACORP
INE659D01019,513597,SURANAIND,SURANA INDUSTRIES LTD.,SURANAIND,Surana Industries Limited,Metals,Finished Steel,SURANAIND
INE272L01022,533298,SURANASOL,Surana Solar Limited,SURANASOL,SURANA SOLAR LIMITED,Engineering,Electronic Equipts.,SURANASOL
INE130B01031,517530,SURANAT&amp;P,Surana Telecom And Power Limited,SURANAT&P,Surana Telecom and Power Limited,Engineering,Wires & cables,SURANATP
INE936A01025,530185,SURATEX,SURAT TEXTILE MILLS LTD.,NM,NM,Textiles,Cotton & Blended Yarn,SURATEX
INE060N01019,531262,SURINDL,SURYA INDUSTRIAL CORPORATION LTD.,NM,NM,Engineering,Transformers,SURINDL
INE717P01027,538575,SURYAMARK,Surya Marketing Ltd,NM,NM,Services,Misc.Other Services,SURYAMARK
INE249G01020,532516,SURYAPHARM,SURYA PHARMACEUTICAL LTD.,SURYAPHARM,Surya Pharmaceutical Ltd,Healthcare,Drugs & Pharma,SURYAPHARM
INE335A01012,500336,SURYAROSNI,SURYA ROSHNI LTD.,SURYAROSNI,Surya Roshni Limited,Metals,Stainless Steel,SURYAROSNI
INE360J01011,533101,SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,NM,NM,Textiles,Synthetic Yarn,SURYAAMBA
INE274I01016,532874,SURYACHAKRA,SURYACHAKRA POWER CORPORATION LTD.,NM,NM,Energy,Electricity Generation,SURYACHAKRA
INE411C01017,521022,SURYAJYOTI,SURYAJYOTI SPINNING MILLS LTD.-$,SURYAJYOTI,Suryajyoti Spinning Mills Limited,Textiles,Cotton & Blended Yarn,SURYAJYOTI
INE381N01019,511185,SURYAKR,SURYAKRIPA FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,SURYAKR
INE713B01026,521200,SURYALAXMI,SURYALAKSHMI COTTON MILLS LTD.,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Textiles,Cotton & Blended Yarn,SURYALAXMI
INE132C01027,514138,SURYALA,SURYALATA SPINNING MILLS LTD.-$,NM,NM,Textiles,Cotton & Blended Yarn,SURYALA
INE320C01010,530867,SURYNGRF,SURYANAGRI FIN LEASE LTD.,NM,NM,Financial,Equipt.Leasing,SURYNGRF
INE431C01023,514140,SURYVANSP,SURYAVANSHI SPINNING MILLS LTD.-$,SURYVANSPG,Suryavanshi Spinning Mills Ltd,Textiles,Cotton & Blended Yarn,SURYVANSP
INE565E01016,519604,SURFI,SURYO FOODS &amp; INDUSTRIES LTD.,NM,NM,FMCG,Marine Foods,SURFI
,501178,ZSURYODI,SURYODAYA INVESTMENT &amp; TRADING COMPANY LTD.,NM,NM,Financial,Invest.Services,ZSURYODI
INE645H01019,532782,SUTLEJTEX,SUTLEJ TEXTILES &amp; INDUSTRIES LTD.,SUTLEJTEX,Sutlej Textiles and Industries Limited,Textiles,Synthetic Yarn,SUTLEJTEX
INE495B01038,530239,SUVEN,SUVEN LIFE SCIENCES LTD.,SUVEN,Suven Life Sciences Limited,Healthcare,Drugs & Pharma,SUVEN
INE196A01026,531640,SICL,Suvidha Infraestate Corporation Limited,NM,NM,Construction,Real Estate,SICL
INE442P01014,537259,SUYOG,Suyog Telematics Ltd,NM,NM,Communication,Telecom.Services,SUYOG
INE040H01021,532667,SUZLON,SUZLON ENERGY LTD.,SUZLON,Suzlon Energy Limited,Engineering,Electrical Machinery,SUZLON
INE763K01014,531885,SVAINDIA,SVA INDIA LTD.,NM,NM,Financial,Trading,SVAINDIA
INE119B01018,523722,SVAMSOF,SVAM SOFTWARE LTD.,NM,NM,Technology,Computer Software,SVAMSOF
INE406N01014,503624,ZSVARAJT,SVARAJ TRADING &amp; AGENCIES LTD.,NM,NM,Financial,Invest.Services,ZSVARAJT
INE254H01036,512449,SVCRES,SVC Resources Limited,NM,NM,Textiles,Textile Processing,SVCRES
INE038B01010,524488,SVCSUPE,SVC SUPERCHEM LTD.,ATVPETRO,SVC Superchem Ltd,Chemicals,Organic Chemicals,SVCSUPE
INE308E01011,505590,SVPGLOB,SVP GLOBAL VENTURES LTD.,NM,NM,Financial,Trading,SVPGLOB
INE948K01011,503659,SW1,SW Investments Ltd,NM,NM,Financial,Misc. Fin.services,SW1
INE716M01026,506863,SWADEIN,SWADESHI INDUSTRIES LEASING CO.LTD.,NM,NM,Chemicals,Other Plastic Prod.,SWADEIN
INE243N01011,503816,SWADPOL,SWADESHI POLYTEX LTD.,NM,NM,Textiles,Synthetic Yarn,SWADPOL
INE587J01027,531909,SWAGRUHA,SWAGRUHA INFRASTRUCTURE LTD.,NM,NM,Healthcare,Health Services,SWAGRUHA
INE665A01038,503310,SWANENERGY,SWAN ENERGY LTD.,SWANENERGY,Swan Energy Limited,Construction,Real Estate,SWANENERGY
INE277A01016,500407,SWARAJENG,SWARAJ ENGINES LTD.,SWARAJENG,Swaraj Engines Limited,Engineering,Electrical Machinery,SWARAJENG
INE595G01018,531003,SWRNASE,SWARNA SECURITIES LTD.,NM,NM,Financial,Equipt.Leasing,SWRNASE
INE846A01026,590090,SWAGRO,Swarnajyothi Agrotech &amp; Power Limited-$,NM,NM,Chemicals,Chemical Extraction,SWAGRO
INE967A01012,526365,SWARNSAR,SWARNASARITA GEMS LTD.,NM,NM,Cons Durable,Gems & Jewellery,SWARNSAR
INE895A01023,512257,SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,NM,NM,Textiles,Textile Processing,SVARTCORP
INE804A01025,510245,SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,NM,NM,Financial,Trading,SWASTIVI
,501386,ZSWASTSA,SWASTIK SAFE DEPOSIT &amp; INVESTMENTS LTD.,NM,NM,Financial,Invest.Services,ZSWASTSA
INE691C01014,530585,SWASTIKA,SWASTIKA INVESTMART LTD.,NM,NM,Financial,Hire Purchase,SWASTIKA
INE409B01013,532051,SWELECTES,Swelect Energy Systems Limited-$,SWELECTES,Swelect Energy Systems Limited,Engineering,Electronic Equipts.,SWELECTES
INE461D01010,522215,SWISSGLA,SWISS GLASCOAT EQUIPMENTS LTD.,NM,NM,Engineering,Chemical Machinery,SWISSGLA
INE311D01017,517201,SWITCHTE,SWITCHING TECHNOLOGIES GUNTHER LTD.,NM,NM,Engineering,Electronic Components,SWITCHTE
INE093G01014,512359,SWORDEDGE,Sword-Edge Commercials Limited,NM,NM,Financial,Trading,SWORDEDGE
INE080D01034,531499,SYBLY,SYBLY INDUSTRIES LTD.-$,NM,NM,Textiles,Cotton & Blended Yarn,SYBLY
INE706F01013,511447,SYLPH,SYLPH TECHNOLOGIES LTD.,NM,NM,Financial,Misc. Fin.services,SYLPH
INE225D01027,517385,SYMPHONY,Symphony Limited,SYMPHONY,Symphony Limited,Cons Durable,ACs & Refrigerators,SYMPHONY
INE312C01025,524470,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LTD.-$,NM,NM,Healthcare,Drugs & Pharma,SYNCOMF
INE602K01014,533157,SYNCOM,Syncom Healthcare Ltd,SYNCOM,Syncom Healthcare Limited,Healthcare,Drugs & Pharma,SYNCOM
INE667A01018,532276,SYNDIBANK,SYNDICATE BANK,SYNDIBANK,Syndicate Bank,Financial,Banking,SYNDIBANK
INE945O01019,539143,SBCL,Synergy Bizcon Ltd,NM,NM,Diversified,Diversified,SBCL
INE198D01018,531115,SYNERGY,SYNERGY COSMETICS (EXIM) LTD.,NM,NM,Financial,Trading,SYNERGY
INE363L01011,513307,SYNTHFO,SYNTHIKO FOILS LTD.,NM,NM,Metals,Aluminium Prod.,SYNTHFO
INE121D01036,531173,SYSCHEM,SYSCHEM (INDIA) LTD.,NM,NM,Chemicals,Misc.Chem.,SYSCHEM
INE356B01016,526506,SYSTMTXC,SYSTEMATIX CORPORATE SERVICES LTD.,NM,NM,Financial,Invest.Services,SYSTMTXC
INE271D01013,531432,SYTIXSE,SYSTEMATIX SECURITIES LTD.,NM,NM,Financial,Invest.Services,SYTIXSE
INE811B01010,522294,TIGLOB,T &amp; I GLOBAL LTD.,NM,NM,FMCG,Food Processing,TIGLOB
INE419M01019,533553,TDPOWERSYS,T D POWER SYSTEMS LTD.,TDPOWERSYS,TD Power Systems Limited,Engineering,Electronic Equipts.,TDPOWERSYS
INE592B01016,514142,TTL,T T LTD.-$,TTL,T T Limited,Textiles,Misc.Textiles,TTL
INE541C01037,532444,TSPIRITUAL,T.SPIRITUAL WORLD LTD.,NM,NM,Technology,Computer Software,TSPIRITUAL
INF194KA1FU5,537392,TAAZAINT,Taaza International Ltd,NM,NM,Services,Storage & Distribn.,TAAZAINT
INE358D01018,519483,TAIIND,TAI INDUSTRIES LTD.-$,NM,NM,Financial,Trading,TAIIND
INE123C01018,507785,TAINWALCHM,TAINWALA CHEMICALS &amp; PLASTICS (INDIA) LTD.,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Chemicals,Plastic Sheets,TAINWALCHM
INE586B01026,532390,TAJGVK,TAJGVK HOTELS &amp; RESORTS LTD.,TAJGVK,Taj GVK Hotels & Resorts Limited,Services,Hotels & Restaurants,TAJGVK
INE142I01023,532890,TAKE,TAKE SOLUTIONS LTD.,TAKE,Take Solutions Limited,Technology,Computer Software,TAKE
INE187D01011,505160,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,TALBROAUTO,Talbros Automotive Components Limited,Automobile,Auto Ancillaries,TALBROAUTO
INE717E01013,538987,TALBROSENG,Talbros Engineering Ltd,NM,NM,Automobile,Auto Ancillaries,TALBROSENG
INE502K01016,533200,TALWALKARS,Talwalkars Better Value Fitness Ltd,TALWALKARS,Talwalkars Better Value Fitness Limited,Healthcare,Health Services,TALWALKARS
INE864J01012,533170,TAMBOLI,TAMBOLI CAPITAL LTD.,NM,NM,Financial,Invest.Services,TAMBOLI
INE107A01015,531426,TNPL,TAMIL NADU NEWSPRINT &amp; PAPERS LTD.,TNPL,Tamil Nadu Newsprint & Papers Limited,FMCG,Paper,TNPL
INE868H01017,521038,TAMJAIM,TAMILNADU JAIBHARAT MILLS LTD.,NM,NM,Textiles,Cotton & Blended Yarn,TAMJAIM
INE148A01019,500777,TNPETRO,TAMILNADU PETROPRODUCTS LTD.,TNPETRO,Tamilnadu PetroProducts Limited,Chemicals,Organic Chemicals,TNPETRO
,513540,TNSTLTU,TAMILNADU STEEL TUBES LTD.,NM,NM,Metals,Steel Tubes & Pipes,TNSTLTU
INE141D01018,523419,TNTELE,TAMILNADU TELECOMMUNICATIONS LTD.,TNTELE,Tamilnadu Telecommunication Limited,Engineering,Wires & cables,TNTELE
INE692C01020,522229,TANAA,TANEJA AEROSPACE &amp; AVIATION LTD.-$,TANEJAERO,Taneja Aerospace & Aviation Ltd,Automobile,Other Vehicles,TANAA
INE639B01015,506854,TANFACIND,TANFAC INDUSTRIES LTD.-$,TANFACIND,Tanfac Industries Ltd,Chemicals,Inorganic Chem.,TANFACIND
INE483C01032,532790,TANLA,TANLA SOLUTIONS LTD.,TANLA,Tanla Solutions Limited,Communication,Telecom.Services,TANLA
INE388G01018,532738,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,TANTIACONS,Tantia Constructions Limited,Construction,Construction,TANTIACONS
INE561C01019,505685,TAPARIA,TAPARIA TOOLS LTD.,NM,NM,Metals,Other Metal prod.,TAPARIA
INE799L01016,534756,TARAJEWELS,TARA JEWELS LTD.,TARAJEWELS,Tara Jewels Limited,Cons Durable,Gems & Jewellery,TARAJEWELS
INE906C01016,519285,TARAI,TARAI FOODS LTD.,NM,NM,FMCG,Other Agri.prod.,TARAI
INE538P01019,538287,TARANG,Tarang Projects &amp; Consultant Ltd,NM,NM,Financial,Business Consultancy,TARANG
INE747K01017,533203,TARAPUR,Tarapur Transformers Ltd,TARAPUR,Tarapur Transformers Limited,Engineering,Electronic Equipts.,TARAPUR
INE849M01017,538496,TARINI,Tarini International Ltd,NM,NM,Financial,Business Consultancy,TARINI
INE924H01018,532869,TARMAT,TARMAT LTD.,TARMAT,Tarmat Limited,Construction,Infrastructure,TARMAT
INE177E01010,512221,TARCF,TARRIF CINE &amp; FINANCE LTD.,NM,NM,Financial,Hire Purchase,TARCF
INE552H01017,512271,TASHIND,TASHI INDIA LTD.,NM,NM,Financial,Misc. Fin.services,TASHIND
INE488B01017,519091,TASTYBIT,TASTY BITE EATABLES LTD.,NM,NM,FMCG,Food Processing,TASTYBIT
INE092A01019,500770,TATACHEM,TATA CHEMICALS LTD.,TATACHEM,Tata Chemicals Limited,Chemicals,Soda Ash,TATACHEM
INE493A01027,532301,TATACOFFEE,TATA COFFEE LTD.,TATACOFFEE,Tata Coffee Limited,FMCG,Tea & Coffee,TATACOFFEE
INE151A01013,500483,TATACOMM,TATA COMMUNICATIONS LTD.,TATACOMM,Tata Communications Limited,Communication,Telecom.Services,TATACOMM
INE467B01029,532540,TCS,TATA CONSULTANCY SERVICES LTD.,TCS,Tata Consultancy Services Limited,Technology,Computer Software,TCS
INE670A01012,500408,TATAELXSI,TATA ELXSI LTD.,TATAELXSI,Tata Elxsi Limited,Technology,Computer Software,TATAELXSI
INE192A01025,500800,TATAGLOBAL,Tata Global Beverages Limited,TATAGLOBAL,Tata Global Beverages Limited,FMCG,Tea & Coffee,TATAGLOBAL
INE672A01018,501301,TATAINVEST,TATA INVESTMENT CORPORATION LTD.,TATAINVEST,Tata Investment Corporation Limited,Financial,Invest.Services,TATAINVEST
INE056C01010,513434,TATAMETALI,TATA METALIKS LTD.,TATAMETALI,Tata Metaliks Limited,Metals,Pig Iron,TATAMETALI
IN9155A01020,570001,TATAMTRDVR,Tata Motors  Ltd - DVR,TATAMTRDVR,Tata Motors Limited,Automobile,Commercial Vehicles,TATAMTRDVR
INE155A01022,500570,TATAMOTORS,TATA MOTORS LTD.,TATAMOTORS,Tata Motors Limited,Automobile,Commercial Vehicles,TATAMOTORS
INE245A01021,500400,TATAPOWER,TATA POWER CO.LTD.,TATAPOWER,Tata Power Company Limited,Energy,Electricity Generation,TATAPOWER
INE674A01014,513010,TATASPONGE,TATA SPONGE IRON LTD.,TATASPONGE,Tata Sponge Iron Limited,Metals,Sponge Iron,TATASPONGE
INE081A01012,500470,TATASTEEL,TATA STEEL LTD.,TATASTEEL,Tata Steel Limited,Metals,Finished Steel,TATASTEEL
INE517B01013,532371,TTML,TATA TELESERVICES (MAHARASHTRA) LTD.,TTML,Tata Teleservices (Maharashtra) Limited,Communication,Telecom.Services,TTML
INE083G01031,521228,TATIAGLOB,TATIA GLOBAL VENNTURE LTD.,NM,NM,Textiles,Readymade Garments,TATIAGLOB
INE355H01015,531190,TAVERNIER,Tavernier Resources Limi,NM,NM,Textiles,Cotton & Blended Yarn,TAVERNIER
INE895C01011,504961,TATAYODOGA,TAYO ROLLS LTD.-$,TATAYODOGA,Tayo Rolls Ltd,Metals,Finished Steel,TATAYODOGA
INE389D01013,532284,TCFCFINQ,TCFC FINANCE LTD.,NM,NM,Financial,Invest.Services,TCFCFINQ
INE662L01016,533393,TCIDEVELOP,TCI DEVELOPERS LTD.,TCIDEVELOP,TCI Developers Limited,Construction,Real Estate,TCIDEVELOP
INE911B01018,501242,TCIFINANCE,TCI FINANCE LTD.,TCIFINANCE,TCI Finance Limited,Financial,Hire Purchase,TCIFINANCE
INE920B01019,532262,TCIIND,TCI INDUSTRIES LTD.,NM,NM,Textiles,Textile Processing,TCIIND
INE034F01010,524156,TCMLMTD,TCM LTD.,NM,NM,Chemicals,Inorganic Chem.,TCMLMTD
INE822C01015,523301,TCPLPACK,TCPL PACKAGING LTD.-$,NM,NM,FMCG,Books & Newspapers,TCPLPACK
INE669C01036,532755,TECHM,TECH MAHINDRA LTD.,TECHM,Tech Mahindra Limited,Technology,Computer Software,TECHM
INE778A01021,526576,TECHIN,TECHINDIA NIRMAN LIMITED,TECHIN,TECHINDIA NIRMAN LIMITED,Financial,Trading,TECHIN
INE286K01024,533281,TECHNO,TECHNO ELECTRIC AND ENGINEERING CO. LTD.,TECHNO,Techno Electric & Engineering Company Limited,Engineering,Electrical Machinery,TECHNO
INE305I01018,522142,TECHFOR,TECHNO FORGE LTD.,NM,NM,Metals,Castings & Forgings,TECHFOR
INE545H01011,532804,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL,Technocraft Industries (India) Limited,Metals,Steel Tubes & Pipes,TIIL
INE509K01011,533216,TECHNOFAB,TECHNOFAB ENGINEERING LIMITED,TECHNOFAB,Technofab Engineering Limited,Construction,Infrastructure,TECHNOFAB
INE314H01012,501421,TECHNVISN,TECHNVISION VENTURES LTD.,NM,NM,Technology,Computer Software,TECHNVISN
INE020C01016,523455,TECPO,TECHTRAN POLYLENSES LTD.,NM,NM,FMCG,Misc. Manuf.Articles,TECPO
INE904H01010,533266,TECPRO,TECPRO SYSTEMS LTD.,TECPRO,Tecpro Systems Limited,Engineering,Machine Tools,TECPRO
INE757D01011,524204,TEEAI,TEESTA AGRO INDUSTRIES LTD.,NM,NM,Chemicals,Other Fertilisers,TEEAI
INE530C01014,538793,TEJINFOWAY,Tej Infoways Ltd,NM,NM,Technology,Computer Software,TEJINFOWAY
INE486P01011,537119,TWPL,Tentiwal Wire Products Ltd,NM,NM,Metals,Aluminium Prod.,TWPL
INE482B01010,533982,TERASOFT,TERA SOFTWARE LTD.,NM,NM,Technology,Computer Software,TERASOFT
INE390D01011,530533,TERAI,TERAI TEA CO.LTD.,NM,NM,FMCG,Tea & Coffee,TERAI
,506162,TERRAFORM,TERRAFORM MAGNUM LTD.,NM,NM,Financial,Invest.Services,TERRAFORM
,512157,TERRAREAL,Terraform Realstate Limited,NM,NM,Financial,Invest.Services,TERRAREAL
INE699C01017,522080,TERRUZZI,Terruzzi Fercalx India Limited,VULCANENG,Terruzzi Fercalx India Ltd,Engineering,Industrial Machinery,TERRUZZI
INE435C01024,505400,TEXINFRA,TEXMACO INFRASTRUCTURE &amp; HOLDINGS LTD.,TEXINFRA,Texmaco Infrastructure & Holdings Limited,Engineering,Industrial Machinery,TEXINFRA
INE621L01012,533326,TEXRAIL,TEXMACO RAIL &amp; ENGINEERING LTD.,TEXRAIL,Texmaco Rail & Engineering Limited,Engineering,Other Machinery,TEXRAIL
INE141K01013,533164,TEXMOPIPES,TEXMO PIPES &amp; PRODUCTS LTD.,TEXMOPIPES,Texmo Pipes and Products Limited,Metals,Steel Tubes & Pipes,TEXMOPIPES
INE797H01018,532845,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,Services,Hotels & Restaurants,TGBHOTELS
INE077P01034,509945,THACKER,THACKER &amp; CO.LTD.,NM,NM,Financial,Invest.Services,THACKER
INE403F01017,526654,THAKDEV,THAKKERS DEVELOPERS LTD.,NM,NM,Construction,Infrastructure,THAKDEV
INE190F01028,509015,THAKRAL,THAKRAL SERVICES (INDIA) LTD.,NM,NM,Financial,Misc. Fin.services,THAKRAL
INE830D01016,514484,THAMBBI,THAMBBI MODERN SPINNING MILLS LTD.,NM,NM,Textiles,Cotton & Blended Yarn,THAMBBI
