ISIN_No,BSE_Scrip_Code,BSE_Scrip_Id,BSE_Scrip_Name,NSE_ID,Nse_Name,Sector,Industry,Quandl_Code
INE970A01016,517391,GAMIE,GAMMA INFOWAY EXALT LTD.,NM,NM,Technology,Computer Hardware,GAMIE
INE259B01020,509550,GAMMONIND,GAMMON INDIA LTD.,GAMMONIND,Gammon India Limited,Construction,Construction,GAMMONIND
INE181G01025,532959,GAMMNINFRA,GAMMON INFRASTRUCTURE PROJECTS LTD.,GAMMNINFRA,Gammon Infrastructure Projects Limited,Construction,Infrastructure,GAMMNINFRA
INE524B01027,513108,GANDHITUBE,GANDHI SPECIAL TUBES LTD.-$,GANDHITUBE,Gandhi Special Tubes Limited,Metals,Steel Tubes & Pipes,GANDHITUBE
INE388A01029,500153,GANESHBE,GANESH BENZOPLAST LTD.,GANESHBENZ,Ganesh Benzoplast Ltd,Chemicals,Organic Chemicals,GANESHBE
INE932M01011,504397,GANHOLD,GANESH HOLDINGS LTD.,NM,NM,Construction,Real Estate,GANHOLD
INE460C01014,526367,GANESHHOUC,GANESH HOUSING CORPORATION LTD.-$,GANESHHOUC,Ganesh Housing Corporation Limited,Construction,Real Estate,GANESHHOUC
INE845D01014,514167,GANECOS,GANESHA ECOSPHERE LTD.,GANECOS,Ganesha Ecosphere Ltd,Textiles,Textile Processing,GANECOS
INE278O01015,531813,GANGAPA,GANGA PAPERS INDIA LTD.,NM,NM,FMCG,Paper,GANGAPA
INE437F01023,530945,GISL,GANGOTRI IRON &amp; STEEL COMPANY LTD.,NM,NM,Metals,Finished Steel,GISL
INE670B01028,521176,GANGOTRI,GANGOTRI TEXTILES LTD.,GANGOTRI,Gangotri Textiles Limited,Textiles,Cotton & Blended Yarn,GANGOTRI
INE162L01017,512443,GANONTR,GANON TRADING FINANCE CO.LTD.,NM,NM,Financial,Misc. Fin.services,GANONTR
INE526A01016,500155,GARDENSILK,GARDEN SILK MILLS LTD.,GARDENSILK,Garden Silk Mills Limited,Textiles,Synthetic Fabrics,GARDENSILK
INE194E01015,530615,GARGFUR,GARG FURNACE LTD.,NM,NM,Metals,Stainless Steel,GARGFUR
INE797D01017,526727,GARNET,GARNET CONSTRUCTION LTD.,NM,NM,Construction,Infrastructure,GARNET
INE590B01010,512493,GARNETINT,GARNET INTERNATIONAL LTD.,NM,NM,Financial,Invest.Services,GARNETINT
INE236P01010,530161,GARODCH,GARODIA CHEMICALS LTD.,NM,NM,Chemicals,Misc.Chem.,GARODCH
INE925D01014,509563,GARWAMAR,GARWARE MARINE INDUSTRIES LTD.,NM,NM,FMCG,Marine Foods,GARWAMAR
INE291A01017,500655,GARWARPOLY,GARWARE POLYESTER LTD.,GARWARPOLY,Garware Polyester Ltd,Chemicals,Plastic Films,GARWARPOLY
INE340D01016,514400,GARWSYN,GARWARE SYNTHETICS LTD.,NM,NM,Textiles,Misc.Textiles,GARWSYN
INE276A01018,509557,GARWALLROP,GARWARE-WALL ROPES LTD.,GARWALLROP,Garware  Wall Ropes Limited,Textiles,Misc.Textiles,GARWALLROP
INE852F01015,532622,GDL,GATEWAY DISTRIPARKS LTD.,GDL,Gateway Distriparks Limited,Services,Transport Support Services,GDL
INE152B01027,532345,GATI,GATI LTD.,GATI,GATI Limited,Services,Courier Services,GATI
INE052E01015,524564,GAYATRIBI,GAYATRI BIOORGANICS LTD.,NM,NM,Chemicals,Organic Chemicals,GAYATRIBI
INE336H01015,532767,GAYAPROJ,GAYATRI PROJECTS LTD.,GAYAPROJ,Gayatri Projects Limited,Construction,Construction,GAYAPROJ
INE622E01023,532183,GAYATRI,GAYATRI SUGARS LTD.,NM,NM,FMCG,Sugar,GAYATRI
INE661K01010,512479,GYTRIPA,GAYATRI TISSUE &amp; PAPERS LTD.,NM,NM,Construction,Construction,GYTRIPA
INE191P01017,538319,GCMCAPI,GCM Capital Advisors Ltd,NM,NM,Financial,Business Consultancy,GCMCAPI
INE200P01016,535917,GCMCOMM,GCM Commodity &amp; Derivatives Ltd,NM,NM,Financial,Invest.Services,GCMCOMM
INE168O01026,535431,GCMSECU,GCM Securities Ltd,NM,NM,Financial,Misc. Fin.services,GCMSECU
INE545E01018,530855,GDLLEAS,GDL LEASING &amp; FINANCE LTD.,NM,NM,Financial,Hire Purchase,GDLLEAS
INE164F01015,515097,GGGRAN,GEE GEE GRANITES LTD.,NM,NM,Construction,Granite and Ceramic tiles,GGGRAN
INE064H01021,504028,GEE,GEE LTD.,NM,NM,Engineering,Electrical Machinery,GEE
INE916G01016,532764,GEECEE,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Chemicals,Organic Chemicals,GEECEE
INE632D01016,530389,GEEFC,GEEFCEE FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,GEEFC
INE599B01011,530743,GEINDSYS,GEI INDUSTRIAL SYSTEMS LTD.,GEINDSYS,GEI Industrial Systems Limited,Engineering,Chemical Machinery,GEINDSYS
INE165F01020,521133,GEMSPIN,GEM SPINNERS INDIA LTD.,GEMSPIN,Gem Spinners India Ltd,Textiles,Cotton & Blended Yarn,GEMSPIN
INE878C01033,532318,GEMINI,GEMINI COMMUNICATION LTD.,GEMINI,Gemini Communication Limited,Technology,Computer Hardware,GEMINI
INE736I01014,511652,GEMOIL,GEMMIA OILTECH (INDIA) LTD.,NM,NM,Financial,Hire Purchase,GEMOIL
INE503D01027,531137,GEMSI,GEMSTONE INVESTMENTS LTD.,NM,NM,Financial,Hire Purchase,GEMSI
INE993L01015,590133,GENERAAGRI,GENERA AGRI CORP LTD.,NM,NM,FMCG,Other Agri.prod.,GENERAAGRI
INE727B01026,506109,GENESYS,GENESYS INTERNATIONAL CORPORATION LTD.,GENESYS,Genesys International Corporation Limited,Technology,Computer Software,GENESYS
INE509C01026,531739,GENNEX,GENNEX LABORATORIES LTD.,NM,NM,Healthcare,Drugs & Pharma,GENNEX
INE577B01017,531939,GENIUSCO,GENUS COMMU-TRADE LTD.,NM,NM,Services,Trading,GENIUSCO
INE949P01018,538961,GENUSPAPER,Genus Paper &amp; Boards Ltd,GENUSPAPER,Genus Paper & Boards Ltd,FMCG,Paper,GENUSPAPER
INE955D01029,530343,GENUSPOWER,GENUS POWER INFRASTRUCTURES LTD.-$,GENUSPOWER,Genus Power Infrastructures Limited,Engineering,Electronic Components,GENUSPOWER
INE007B01023,532285,GEOJITBNPP,GEOJIT BNP PARIBAS FINANCIAL SERVICES LTD.,GEOJITBNPP,Geojit BNP Paribas Financial Services Limited,Financial,Invest.Services,GEOJITBNPP
INE797A01021,532312,GEOMETRIC,GEOMETRIC LTD.,GEOMETRIC,Geometric Limited,Technology,Computer Software,GEOMETRIC
INE764K01038,531055,GFLFIN,GFL Financials India Limited,NM,NM,Financial,Hire Purchase,GFLFIN
INE539A01019,500171,GHCL,GHCL LTD.,GHCL,GHCL Limited,Chemicals,Soda Ash,GHCL
INE065J01016,533048,GISOLUTION,GI ENGINEERING SOLUTIONS LTD.,GISOLUTION,GI Engineering Solutions Limited,Engineering,Other Machinery,GISOLUTION
INE289B01019,511676,GICHSGFIN,GIC HOUSING FINANCE LTD.,GICHSGFIN,GIC Housing Finance Limited,Financial,Housing Finance,GICHSGFIN
INE918C01011,538788,GILADAFINS,Gilada Finance &amp; Investments Ltd,NM,NM,Financial,Misc. Fin.services,GILADAFINS
INE047B01011,532716,GILLANDERS,GILLANDERS ARBUTHNOT &amp; CO.LTD.,GILLANDERS,Gillanders Arbuthnot & Company Limited,FMCG,Tea & Coffee,GILLANDERS
INE322A01010,507815,GILLETTE,GILLETTE INDIA LTD.,GILLETTE,Gillette India Limited,FMCG,Cosmetics & Toiletries,GILLETTE
INE548B01018,531744,GINISILK,GINI SILK MILLS LTD.-$,NM,NM,Textiles,Textile Processing,GINISILK
INE424C01010,590025,GINNIFILA,GINNI FILAMENTS LTD.,GINNIFILA,Ginni Filaments Limited,Textiles,Cotton & Blended Yarn,GINNIFILA
INE310M01010,507506,GIRDSGA,GIRDHARILAL SUGAR &amp; ALLIED INDUSTRIES LTD.,NARMADASUG,Girdharilal Sugar and Allied Industries Limited,FMCG,Sugar,GIRDSGA
INE776O01018,539013,GITARENEW,Gita Renewable Energy Ltd,NM,NM,Engineering,Power Projects,GITARENEW
INE346H01014,532715,GITANJALI,GITANJALI GEMS LTD.,GITANJALI,Gitanjali Gems Limited,Cons Durable,Gems & Jewellery,GITANJALI
INE100C01024,531613,GIVO,GIVO LTD.,NM,NM,Textiles,Readymade Garments,GIVO
INE265D01015,533212,GKB,GKB OPHTHALMICS LTD.,GKB,GKB Ophthalmics Ltd,Healthcare,Health Services,GKB
INE580D01017,531199,GLANCE,GLANCE FINANCE LTD.,NM,NM,Financial,Hire Purchase,GLANCE
INE264A01014,500676,GSKCONS,GLAXOSMITHKLINE CONSUMER HEALTHCARE LTD.,GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,FMCG,Dairy products,GSKCONS
INE159A01016,500660,GLAXO,GLAXOSMITHKLINE PHARMACEUTICALS LTD.,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Healthcare,Drugs & Pharma,GLAXO
INE935A01035,532296,GLENMARK,GLENMARK PHARMACEUTICALS LTD.,GLENMARK,Glenmark Pharmaceuticals Limited,Healthcare,Drugs & Pharma,GLENMARK
INE741B01027,513528,GLITTEKG,GLITTEK GRANITES LTD.,NM,NM,Construction,Granite and Ceramic tiles,GLITTEKG
INE062C01034,530263,GLOBALCA,GLOBAL CAPITAL MARKETS LTD.,NM,NM,Financial,Equipt.Leasing,GLOBALCA
INE377M01027,531463,GBLINFRA,Global Infratech &amp; Finance limited,NM,NM,Financial,Misc. Fin.services,GBLINFRA
INE330B01011,531479,GLOBAL,GLOBAL LAND MASTERS CORPORATION LTD.,NM,NM,Construction,Construction,GLOBAL
INE446C01013,501848,GLOBOFFS,GLOBAL OFFSHORE SERVICES LTD.-$,GLOBOFFS,Global Offshore Services Limited,Services,Shipping,GLOBOFFS
INE792H01019,532773,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,GLOBALVECT,Global Vectra Helicorp Limited,Services,Air Transport,GLOBALVECT
INE144D01012,526025,GLOBUSCON,Globus Constructors &amp; Developers Limited,NM,NM,Textiles,Textile Machinery,GLOBUSCON
INE774B01028,531904,KARUNACAB,GLOBUS CORPORATION LTD.-$,KARUNACAB,Karuna Cables Limited,Engineering,Wires & cables,KARUNACAB
INE615I01010,533104,GLOBUSSPR,GLOBUS SPIRITS LTD.,GLOBUSSPR,Globus Spirits Limited,FMCG,Liquors,GLOBUSSPR
INE932G01021,532672,GLODYNE,GLODYNE TECHNOSERVE LTD.,GLODYNE,Glodyne Technoserve Limited,Technology,Computer Software,GLODYNE
INE652C01016,538595,GLOSTER,Gloster Ltd,NM,NM,Textiles,Jute prod.,GLOSTER
INE541A01023,505255,GMM,GMM PFAUDLER LTD.,NM,NM,Engineering,Chemical Machinery,GMM
INE776C01039,532754,GMRINFRA,GMR INFRASTRUCTURE LTD.,GMRINFRA,GMR Infrastructure Limited,Construction,Construction,GMRINFRA
INE426D01013,509567,GOACARBON,GOA CARBON LTD.-$,GOACARBON,Goa Carbon Limited,Energy,"Lubricants, etc.",GOACARBON
INE362C01012,530317,GODAVARI,GODAVARI DRUGS LTD.,NM,NM,Healthcare,Drugs & Pharma,GODAVARI
INE177H01013,532734,GPIL,GODAWARI POWER &amp; ISPAT LTD.,GPIL,Godawari Power And Ispat limited,Metals,Sponge Iron,GPIL
INE260B01028,500163,GODFRYPHLP,GODFREY PHILLIPS INDIA LTD.,GODFRYPHLP,Godfrey Phillips India Limited,FMCG,Tobacco Prod.,GODFRYPHLP
INE102D01028,532424,GODREJCP,GODREJ CONSUMER PRODUCTS LTD.,GODREJCP,Godrej Consumer Products Limited,FMCG,Cosmetics & Toiletries,GODREJCP
INE233A01035,500164,GODREJIND,GODREJ INDUSTRIES LTD.,GODREJIND,Godrej Industries Limited,FMCG,Cosmetics & Toiletries,GODREJIND
INE484J01027,533150,GODREJPROP,Godrej Properties Ltd,GODREJPROP,Godrej Properties Limited,Construction,Real Estate,GODREJPROP
INE997C01015,538787,GBFL,Goenka Business &amp; Finance Ltd,NM,NM,Financial,Misc. Fin.services,GBFL
INE516K01024,533189,GOENKA,GOENKA DIAMOND &amp; JEWELS LTD.,GOENKA,Goenka Diamond and Jewels Limited,Cons Durable,Gems & Jewellery,GOENKA
INE832C01014,531600,GOGIACAP,Gogia Capital Services Limited,NM,NM,Financial,Invest.Services,GOGIACAP
INE642I01014,532957,GOKAKTEX,GOKAK TEXTILES LTD.,NM,NM,Textiles,Cotton & Blended Yarn,GOKAKTEX
INE887G01027,532630,GOKEX,GOKALDAS EXPORTS LTD.,GOKEX,Gokaldas Exports Limited,Textiles,Readymade Garments,GOKEX
INE020J01029,532980,GOKUL,GOKUL REFOILS &amp; SOLVENT LTD.,GOKUL,Gokul Refoils and Solvent Limited,FMCG,Vegetable oils,GOKUL
INE909Q01010,780012,GOKULSOL,Gokul Solutions Ltd,NM,NM,FMCG,Vegetable oils,GOKULSOL
INE892H01017,532786,GTOFFSHORE,GOL OFFSHORE LTD.,GTOFFSHORE,GOL Offshore Limited,Services,Shipping,GTOFFSHORE
INE634J01019,538542,GOLDCOINHF,Gold Coin Health Foods Ltd,NM,NM,FMCG,Food Processing,GOLDCOINHF
INE204P01018,538180,GOLDLINE,Gold Line International Finvest Ltd,NM,NM,Financial,Invest.Services,GOLDLINE
INE598F01014,501111,ZGOLDINV,GOLD ROCK INVESTMENTS LTD.,NM,NM,Services,Misc.Other Services,ZGOLDINV
INE505D01014,505576,GOLDCORP,Goldcrest Corporation Limited,GOLCRESFIN,Goldcrest Corporation Ltd,Financial,Hire Purchase,GOLDCORP
INE595D01015,531928,GOLCA,GOLDEN CARPETS LTD.,NM,NM,Textiles,Misc.Textiles,GOLCA
INE152C01025,530579,GOLDENGOEN,GOLDEN GOENKA FINCORP LIMITED,NM,NM,Financial,Misc. Fin.services,GOLDENGOEN
INE088E01019,509024,GOLDLEG,GOLDEN LEGAND LEASING &amp; FINANCE LTD.,NM,NM,Financial,Equipt.Leasing,GOLDLEG
INE973A01010,500151,GOLDENTOBC,GOLDEN TOBACCO LTD.,GOLDENTOBC,Golden Tobacco Limited,FMCG,Tobacco Prod.,GOLDENTOBC
INE025B01017,526729,GOLDIAM,GOLDIAM INTERNATIONAL LTD.,GOLDIAM,Goldiam International Limited,Cons Durable,Gems & Jewellery,GOLDIAM
INE260D01016,532439,GOLDINFRA,GOLDSTONE INFRATECH LTD.,GOLDINFRA,Goldstone Infratech Limited,Engineering,Electrical Machinery,GOLDINFRA
INE805A01014,531439,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH,Goldstone Technologies Limited,Technology,Computer Software,GOLDTECH
INE427D01011,531360,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,NM,NM,Financial,Hire Purchase,GOLECHA
INE798D01015,523676,GOLKUNDIA,GOLKUNDA DIAMONDS &amp; JEWELLERY LTD.,NM,NM,Cons Durable,Gems & Jewellery,GOLKUNDIA
INE530A01026,504701,GONTER,GONTERMANN-PEIPERS (INDIA) LTD.,GONTERPEIP,Gontermann Peiper (India) Ltd,Textiles,Cotton & Blended Yarn,GONTER
INE127I01024,530655,GOODLUCK,GOODLUCK STEEL TUBES LTD.,GOODLUCK,Good Luck Steel Tubes Limited,Metals,Steel Tubes & Pipes,GOODLUCK
INE300A01016,500166,GOODRICKE,GOODRICKE GROUP LTD.,GOODRICKE,Goodricke Group Ltd,FMCG,Tea & Coffee,GOODRICKE
INE533A01012,500168,GOODYEAR,GOODYEAR INDIA LTD.,GOODYEAR,Goodyear India Ltd,Automobile,Tyres & Tubes,GOODYEAR
INE641H01018,531913,GOPAIST,GOPAL IRON &amp; STEELS CO.(GUJARAT) LTD.,NM,NM,Metals,Stainless Steel,GOPAIST
INE136C01036,526717,GOPALA,GOPALA POLYPLAST LTD.,NM,NM,Chemicals,Plastic Packaging goods,GOPALA
INE968B01018,531419,GOPLEEIN,GOPLEE INFOTECH LTD.,NM,NM,Financial,Hire Purchase,GOPLEEIN
INE902G01016,531608,GORANIN,GORANI INDUSTRIES LTD.,NM,NM,Cons Durable,Domestic Electrical Applns.,GORANIN
INE538G01018,531111,GOTHIPL,GOTHI PLASCON (INDIA) LTD.,NM,NM,Chemicals,Other Plastic Prod.,GOTHIPL
INE011C01015,509148,GOVINDRU,GOVIND RUBBER LTD.-$,GOVINRUBER,Govind Rubber Ltd,Automobile,Tyres & Tubes,GOVINDRU
INE225G01012,530709,GOWRALE,GOWRA LEASING &amp; FINANCE LTD.,NM,NM,Financial,Hire Purchase,GOWRALE
INE912B01024,530663,GOYALASS,GOYAL ASSOCIATES LTD.,NM,NM,Financial,Misc. Fin.services,GOYALASS
INE390G01014,533761,GPTINFRA,GPT INFRAPROJECTS LTD.,NM,NM,Construction,Construction,GPTINFRA
INE769B01010,517564,GRCABLE,GR CABLES LTD.,NM,NM,Engineering,Wires & cables,GRCABLE
INE757P01015,780002,GSL,Gracious Software Ltd,NM,NM,,,GSL
INE361K01017,590126,GRADIENTE,GRADIENTE INFOTAINMENT LTD.,NM,NM,Services,Recreational Services,GRADIENTE
INE927M01011,504369,GRANDMA,GRANDMA TRADING &amp; AGENCIES LTD.,NM,NM,Services,Misc.Other Services,GRANDMA
INE101D01020,532482,GRANULES,GRANULES INDIA LTD.-$,GRANULES,Granules India Limited,Healthcare,Drugs & Pharma,GRANULES
INE371A01025,509488,GRAPHITE,GRAPHITE INDIA LTD.,GRAPHITE,Graphite India Limited,Engineering,Welding machinery,GRAPHITE
INE047A01013,500300,GRASIM,GRASIM INDUSTRIES LTD.,GRASIM,Grasim Industries Limited,Textiles,Cloth,GRASIM
INE915E01013,526751,GRATEXI,GRATEX INDUSTRIES LTD.,NM,NM,FMCG,Paper,GRATEXI
INE266D01021,505710,GRAUWEIL,GRAUER &amp; WEIL (INDIA) LTD.-$,NM,NM,Chemicals,Misc.Chem.,GRAUWEIL
INE214F01026,509546,GRAVISSHO,GRAVISS HOSPITALITY LTD.,NM,NM,Services,Hotels & Restaurants,GRAVISSHO
INE024L01027,533282,GRAVITA,GRAVITA INDIA LTD.,GRAVITA,Gravita India Limited,Metals,Other Non-Ferrous Metal,GRAVITA
INE995A01013,532015,GRAVITY,GRAVITY (INDIA) LTD.-$,NM,NM,Textiles,Silk Textiles,GRAVITY
INE017A01032,500620,GESHIP,GREAT EASTERN SHIPPING CO.LTD.,GESHIP,The Great Eastern Shipping Company Limited,Services,Shipping,GESHIP
INE224A01026,501455,GREAVESCOT,GREAVES COTTON LTD.,GREAVESCOT,Greaves Cotton Limited,Engineering,Electronic Equipts.,GREAVESCOT
INE491C01019,538743,GREENFIELD,Green Field Agri Ventures Ltd,NM,NM,Technology,Computer Software,GREENFIELD
INE217G01027,590057,GREENFIRE,GREEN FIRE AGRI COMMODITIES LTD.,GREENFIRE,Green Fire Agri Commodities Limited,Technology,Computer Software,GREENFIRE
INE414C01029,531737,GREENCREST,Greencrest Financial Services Limited,NM,NM,Construction,Glass & Glassware,GREENCREST
INE544R01013,538979,GRNLAMIND,Greenlam Industries Ltd,GREENLAM,Greenlam Industries Ltd,FMCG,Wood,GRNLAMIND
INE461C01020,526797,GREENPLY,GREENPLY INDUSTRIES LTD.,GREENPLY,Greenply Industries Limited,FMCG,Wood,GREENPLY
INE791H01011,508918,GREYCELLS,Greycells Education Limited,NM,NM,Services,Education,GREYCELLS
INE536A01023,506076,GRINDWELL,GRINDWELL NORTON LTD.-$,GRINDWELL,Grindwell Norton Limited,Metals,Abrasives,GRINDWELL
INE192H01012,531449,GRMOVER,GRM OVERSEAS LTD.,NM,NM,FMCG,Other Agri.prod.,GRMOVER
INE137I01015,509152,GRPLTD,GRP LTD.,GRPLTD,GRP Limited,Chemicals,Rubber & Rubber Prod.,GRPLTD
INE580B01029,511288,GRUH,GRUH FINANCE LTD.,GRUH,Gruh Finance Limited,Financial,Housing Finance,GRUH
INE777C01011,511543,GSBFIN,GSB FINANCE LTD.,NM,NM,Financial,Hire Purchase,GSBFIN
INE787A01022,530605,GSLNOVA,GSL Nova Petrochemicals Limited,GSLNOVA,GSL Nova Petrochemicals Limited,Textiles,Synthetic Yarn,GSLNOVA
INE721D01017,530469,GSLSEC,GSL SECURITIES LTD.,NM,NM,Financial,Hire Purchase,GSLSEC
INE871H01011,532951,GSS,GSS INFOTECH LTD.,GSS,GSS Infotech Limited,Technology,Computer Software,GSS
INE221H01019,532775,GTLINFRA,GTL INFRASTRUCTURE LTD.,GTLINFRA,GTL Infrastructure Limited,Communication,Communication Equipt.,GTLINFRA
INE043A01012,500160,GTL,GTL LTD.,GTL,GTL Limited,Communication,Telecom.Services,GTL
INE537A01013,500170,GTNINDS,GTN INDUSTRIES LTD.,GTNIND,GTN Industries Limited,Textiles,Cotton & Blended Yarn,GTNINDS
INE302H01017,532744,GTNTEX,GTN TEXTILES LTD.,GTNTEX,GTN Textiles Limited,Textiles,Cotton & Blended Yarn,GTNTEX
INE742B01025,509079,GUFICBIO,GUFIC BIOSCIENCES LTD.,GUFICBIO,Gufic Biosciences Limited,Healthcare,Drugs & Pharma,GUFICBIO
INE186A01019,530001,GUJALKALI,GUJARAT ALKALIES &amp; CHEMICALS LTD.,GUJALKALI,Gujarat Alkalies and Chemicals Limited,Chemicals,Caustic Soda,GUJALKALI
INE036B01022,524226,GAEL,GUJARAT AMBUJA EXPORTS LTD.,GAEL,Gujarat Ambuja Exports Limited,FMCG,Soyabean Prod.,GAEL
INE826C01016,522217,GUJAPOLLO,GUJARAT APOLLO INDUSTRIES LTD.,GUJAPOLLO,Gujarat Apollo Industries Limited,Engineering,Other Machinery,GUJAPOLLO
INE705G01021,505712,GUJAUTO,GUJARAT AUTOMOTIVE GEARS LTD.,NM,NM,Automobile,Auto Ancillaries,GUJAUTO
INE003Q01012,539009,GBL,Gujarat Bitumen Ltd,NM,NM,Engineering,Industrial Machinery,GBL
INE059C01022,523768,GUJBOROS,GUJARAT BOROSIL LTD.,GUJBOROSIL,Gujarat Borosil Ltd,Construction,Glass & Glassware,GUJBOROS
INE462C01010,506457,GUJCARB,GUJARAT CARBON &amp; INDUSTRIES LTD.,NM,NM,Chemicals,Organic Chemicals,GUJCARB
INE276I01011,513507,GUJCONT,GUJARAT CONTAINERS LTD.,NM,NM,Metals,Metal Tanks & Fabrications,GUJCONT
INE004C01010,514386,GUJCOTEX,GUJARAT COTEX LTD.,GUJCOTEX,Gujarat Cotex Ltd,Textiles,Textile Processing,GUJCOTEX
INE372D01019,526965,GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,NM,NM,Chemicals,Other Plastic Prod.,GUJCRAFT
INE034B01019,511441,GUJCRED,GUJARAT CREDIT CORPORATION LTD.,NM,NM,Financial,Equipt.Leasing,GUJCRED
INE538A01037,500173,GUJFLUORO,GUJARAT FLUOROCHEMICALS LTD.,GUJFLUORO,Gujarat Fluorochemicals Limited,Chemicals,Organic Chemicals,GUJFLUORO
INE587F01017,531410,GUJFOIL,GUJARAT FOILS LTD.,NM,NM,Metals,Aluminium Prod.,GUJFOIL
INE374A01029,523477,GUJRATGAS,GUJARAT GAS CO.LTD.,GUJRATGAS,Gujarat Gas Company Limited,Services,Storage & Distribn.,GUJRATGAS
INE621C01011,507960,GUJHOTE,GUJARAT HOTELS LTD.,NM,NM,Services,Hotels & Restaurants,GUJHOTE
INE162A01010,517300,GIPCL,GUJARAT INDUSTRIES POWER CO.LTD.,GIPCL,Gujarat Industries Power Company Limited,Energy,Electricity Generation,GIPCL
INE877E01015,517372,GUJINTRX,GUJARAT INTRUX LTD.-$,NM,NM,Metals,Other Non-Ferrous Metal,GUJINTRX
INE373D01017,531341,GUJINV,GUJARAT INVESTA LTD.,NM,NM,Financial,Hire Purchase,GUJINV
INE540A01017,500174,GLFL,GUJARAT LEASE FINANCING LTD.,GLFL,Gujarat Lease Financing Limited,Financial,Equipt.Leasing,GLFL
INE010M01016,524754,GUJMEDI,GUJARAT MEDITECH LTD.,NM,NM,FMCG,Misc. Manuf.Articles,GUJMEDI
INE146F01020,531881,GMETCOAL,GUJARAT METALLIC COAL &amp; COKE LTD.-$,NM,NM,Chemicals,Specialty Chemicals,GMETCOAL
INE131A01031,532181,GMDCLTD,GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD,Gujarat Mineral Development Corporation Limited,Energy,Coal & Lignite,GMDCLTD
INE955G01022,526598,GUJNFLY,GUJARAT NARMADA FLYASH CO.LTD.,NM,NM,Construction,Granite and Ceramic tiles,GUJNFLY
INE113A01013,500670,GNFC,GUJARAT NARMADA VALLEY FERTILIZERS &amp; CHEMICALS LTD.,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Chemicals,Nitrogenous Fertilizer.,GNFC
INE207H01018,513536,GNRL,Gujarat Natural Resources Limited,NM,NM,Energy,Crude Oil & Natural Gas,GNRL
IN9110D01011,570003,GUJNREDVR,Gujarat NRE Coke  Ltd,GUJNREDVR,Gujarat NRE Coke Limited,Energy,Coal & Lignite,GUJNREDVR
INE110D01013,512579,GUJNRECOKE,GUJARAT NRE COKE LTD.,GUJNRECOKE,Gujarat NRE Coke Limited,Energy,Coal & Lignite,GUJNRECOKE
INE636P01011,506858,GUJPETR,GUJARAT PETROSYNTHESE LTD.,NM,NM,Chemicals,Other Forms-Primary Plastic,GUJPETR
INE517F01014,533248,GPPL,GUJARAT PIPAVAV PORT LTD.,GPPL,Gujarat Pipavav Port Limited,Services,Shipping,GPPL
INE541F01022,517288,GUJPOLYA,GUJARAT POLY-AVX ELECTRONICS LTD.,NM,NM,Engineering,Electronic Components,GUJPOLYA
INE610B01024,523836,GUJRAFIA,GUJARAT RAFFIA INDUSTRIES LTD.,GUJRAFFIA,Gujarat Raffia Industries Limited,Chemicals,Plastic Packaging goods,GUJRAFIA
INE542A01039,518029,GSCLCEMENT,GUJARAT SIDHEE CEMENT LTD.,GSCLCEMENT,Gujarat Sidhee Cement Limited,Construction,Cement,GSCLCEMENT
INE026A01025,500690,GSFC,GUJARAT STATE FERTILIZERS &amp; CHEMICALS LTD.,GSFC,Gujarat State Fertilizers & Chemicals Limited,Chemicals,Nitrogenous Fertilizer.,GSFC
INE944A01011,532160,GUJSTATFIN,GUJARAT STATE FINANCIAL CORPORATION LTD.,GUJSTATFIN,Gujarat State Financial Corporation,Financial,SIDCs/SFCs,GUJSTATFIN
INE246F01010,532702,GSPL,GUJARAT STATE PETRONET LTD.,GSPL,Gujarat State Petronet Limited,Services,Storage & Distribn.,GSPL
INE499G01013,524314,GUJTERC,GUJARAT TERCE LABORATORIES LTD.,NM,NM,Healthcare,Drugs & Pharma,GUJTERC
INE942C01029,506879,GUJTHEM,GUJARAT THEMIS BIOSYN LTD.,GUJTHEMIS,Gujarat Themis Biosyn Ltd,Healthcare,Drugs & Pharma,GUJTHEM
INE145J01016,513337,GUJTLRM,GUJARAT TOOLROOM LTD.,NM,NM,Chemicals,Other Plastic Prod.,GUJTLRM
INE218N01013,506640,GUJCMDS,GUJCHEM DISTILLERS INDIA LTD.,NM,NM,Chemicals,Organic Chemicals,GUJCMDS
INE077F01035,506480,GULFOILCOR,GULF OIL CORPORATION LTD.-$,GULFCORP,Gulf Oil Corporation Limited,Chemicals,Explosives,GULFOILCOR
INE635Q01029,538567,GULFOILLUB,Gulf Oil Lubricants India Ltd,GULFOILLUB,Gulf Oil Lubricants India Limited,Energy,"Lubricants, etc.",GULFOILLUB
INE256D01014,532425,GULCHEM,GULSHAN CHEMFILL LTD.,NM,NM,Chemicals,Misc.Chem.,GULCHEM
